datetime,latitude,longitude
2016-04-08 16:46:19.878000+00:00,6.5740147,3.3729678
2016-04-08 17:07:08+00:00,6.5741325,3.3729786
2016-04-08 17:52:18.026000+00:00,6.5723028,3.3719712
2016-04-08 17:59:50.895000+00:00,6.5644238,3.3720843
2016-04-08 18:03:46.200000+00:00,6.5630555,3.3740328
2016-04-08 18:06:33.002000+00:00,6.5631608,3.3757164
2016-04-08 18:09:40.532000+00:00,6.5629039,3.3763552
2016-04-08 18:39:20.466000+00:00,6.5679169,3.3763601
2016-04-08 19:13:19.802000+00:00,6.5629601,3.3744444
2016-04-08 19:20:23.976000+00:00,6.5630335,3.3744341
2016-04-08 19:25:30.641000+00:00,6.5629969,3.3745663
2016-04-08 19:35:23.754000+00:00,6.563092,3.3745178
2016-04-08 19:53:59.664000+00:00,6.5633591,3.3747906
2016-04-08 21:02:12.978000+00:00,6.5628553,3.3752883
2016-04-08 21:47:12.972000+00:00,6.564308,3.3769974
2016-04-08 22:48:52.893000+00:00,6.563198,3.3747509
2016-04-08 22:55:19.687000+00:00,6.5630769,3.3737812
2016-04-08 23:02:43.582000+00:00,6.5631379,3.3737075
2016-04-09 00:45:40.030000+00:00,6.5630521,3.373765
2016-04-09 02:44:16+00:00,6.5631449,3.3738913
2016-04-09 04:50:57.478000+00:00,6.5631916,3.373741
2016-04-09 05:30:54.661000+00:00,6.5738123,3.3721945
2016-04-09 06:58:35.132000+00:00,6.5780758,3.3740426
2016-04-09 08:55:48+00:00,6.5741301,3.3728981
2016-04-09 10:45:15.478000+00:00,6.5743934,3.3728331
2016-04-09 11:16:05+00:00,6.5738201,3.3731861
2016-04-09 11:18:31.999000+00:00,6.5739966,3.3730478
2016-04-09 12:10:02.920000+00:00,6.5741745,3.3728931
2016-04-09 12:15:08+00:00,6.5738493,3.3729803
2016-04-09 12:42:18.999000+00:00,6.5742487,3.3730171
2016-04-09 13:17:43+00:00,6.5740003,3.3729918
2016-04-09 13:52:57.446000+00:00,6.5735989,3.3719567
2016-04-09 13:55:33.844000+00:00,6.5711056,3.3718818
2016-04-09 13:59:48.002000+00:00,6.5641921,3.3700561
2016-04-09 14:06:05.290000+00:00,6.5688416,3.3720043
2016-04-09 14:09:45.865000+00:00,6.5687888,3.372065
2016-04-09 14:30:08.177000+00:00,6.5688568,3.3719521
2016-04-09 14:30:22.690000+00:00,6.5687689,3.3720503
2016-04-09 14:53:11.240000+00:00,6.57426,3.3626401
2016-04-09 15:16:47.934000+00:00,6.5797604,3.3603394
2016-04-09 15:35:53.478000+00:00,6.5801835,3.3602573
2016-04-09 15:58:42.839000+00:00,6.5814546,3.3596345
